ticker    ,sector                ,region                     ,current_ratio_score,quick_ratio_score,cash_ratio_score,debt_equity_score  ,debt_assets_score   ,interest_coverage_score,leverage_liquidity_score,leverage_grade
STO       ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.65145566497179  ,71.78820909121588   ,0.0                    ,51.5                    ,C
300450    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,86.58686484748776  ,83.90292685977339   ,0.0                    ,54.1                    ,C
4755      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,74.25151280164272   ,0.0                    ,34.9                    ,F
688521    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.74193807247423  ,66.8951301414135    ,99.67536231884057      ,69.5                    ,B
002304    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.95891113084757  ,99.88172834314551   ,0.0                    ,60.0                    ,C
9101      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.71191476628015  ,78.63381214457081   ,0.0                    ,54.1                    ,C
517334    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.53870290560374  ,76.81453096993364   ,0.0                    ,52.3                    ,C
4091      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,72.22908487179902  ,56.03314576920311   ,0.0                    ,45.7                    ,D
5713      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.62879423137805  ,76.53032377679652   ,33.950966525223954     ,60.2                    ,C
2360      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.9251881592027   ,87.01806220938425   ,0.0                    ,56.4                    ,C
3037      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.55461310652973  ,75.01327169762448   ,0.0                    ,51.9                    ,C
FPH       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.29694485842026  ,92.4878853561222    ,0.0                    ,58.0                    ,C
TRUE      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,19.3234838678212    ,0.0                    ,23.9                    ,F
4684      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,50.0                   ,70.0                    ,B
601360    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.628785493416    ,95.94947045479262   ,100.0                  ,78.9                    ,B
A086280   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.56347231090933  ,69.73450962969974   ,0.0                    ,50.9                    ,C
3407      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.18703747811445  ,62.79637137057696   ,0.0                    ,48.4                    ,D
1519      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,72.87982398763157  ,64.83039984865331   ,0.0                    ,47.5                    ,D
2603      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.60683070837514  ,76.78756445028716   ,0.0                    ,53.5                    ,C
601872    ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.28553305161216  ,57.23615532495453   ,0.0                    ,47.5                    ,D
6383      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.69827716716625  ,88.49837098572499   ,0.0                    ,56.6                    ,C
688396    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.83216519911356  ,99.47464504059903   ,0.0                    ,59.9                    ,C
1876      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.3359375         ,98.27446203816484   ,0.0                    ,59.5                    ,C
TATACONSUM,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.27137102035056  ,90.64699910500795   ,0.0                    ,57.4                    ,C
IDEA      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,1.0907152870842038     ,40.2                    ,D
20        ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.37354907693559  ,77.89596039077612   ,100.0                  ,73.9                    ,B
CDIA      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,86.93887744271711  ,65.96919473131373   ,0.0                    ,50.6                    ,C
500400    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,50.60812467355269  ,49.4792941536915    ,0.0                    ,40.0                    ,D
A011200   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.76219804574026  ,83.8358933871879    ,0.0                    ,55.7                    ,C
SOLARINDS ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.8364280064781   ,85.24819027921407   ,0.0                    ,55.6                    ,C
002709    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.92412066632704  ,66.46557923540561   ,0.0                    ,50.1                    ,C
000895    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.3005007375868   ,72.76176232219973   ,0.0                    ,52.0                    ,C
SGH       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,62.432904236501564 ,47.621839871961505  ,0.0                    ,42.0                    ,D
9435      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,66.99346820717385  ,50.74298863863471   ,0.0                    ,43.5                    ,D
600438    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,49.98643179815221  ,44.55404840026244   ,20.87750278464506      ,43.1                    ,D
600039    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,53.868393690312374 ,63.44958032180655   ,0.0                    ,43.5                    ,D
